Frame,Timestamp_sec,YOLO_Inference_ms,YOLO_Objects,YOLO_Speed_objs_per_ms,MP_Inference_ms,MP_Objects,MP_Speed_objs_per_ms
455,15.181833333333334,180.87100982666016,17,0.093989634,180.97209930419922,15,0.082885705
460,15.348666666666666,178.24482917785645,19,0.10659495755156745,178.33709716796875,13,0.072895658
465,15.5155,180.92799186706543,20,0.11054121473196225,181.02121353149414,15,0.082863216
470,15.682333333333334,177.73103713989258,13,0.073144231,177.81901359558105,15,0.084355434
475,15.849166666666667,177.20794677734375,14,0.079003229,177.28495597839355,13,0.073328275
480,16.016000000000002,177.76799201965332,12,0.067503716,177.8419017791748,6,0.033737830848492405
485,16.182833333333335,172.33991622924805,19,0.11024723938432253,172.44386672973633,10,0.057989885
490,16.349666666666668,176.32579803466797,19,0.10775507731582391,176.41401290893555,13,0.073690291
495,16.5165,173.1698513031006,16,0.092394836,173.26116561889648,14,0.080802873
500,16.683333333333334,176.21588706970215,16,0.090797716,176.3021945953369,10,0.056720791
505,16.850166666666667,174.28302764892578,22,0.1262314540708841,174.3791103363037,13,0.074550214
510,17.017,178.78007888793945,22,0.12305621597689162,179.25310134887695,14,0.078101857
515,17.183833333333332,174.08323287963867,24,0.13786508673465195,174.48925971984863,12,0.068772141
520,17.350666666666665,172.6980209350586,18,0.10422817761628389,172.8680134,11,0.063632362
525,17.517500000000002,174.9870777130127,16,0.091435323,175.07481575012207,10,0.057118438
530,17.684333333333335,174.44133758544922,19,0.10891913730421234,174.54218864440918,10,0.057292739
535,17.851166666666668,176.1488914489746,17,0.096509265,176.24211311340332,11,0.06241414
540,18.018,177.1688461303711,18,0.10159799757771498,177.25014686584473,11,0.062059187
545,18.184833333333334,205.14202117919922,16,0.077994747,205.21926879882812,11,0.053601204528133536
550,18.351666666666667,185.68015098571777,19,0.10232650016242958,185.78100204467773,13,0.069974862
555,18.5185,182.91187286376953,19,0.10387515967403035,183.0117702484131,10,0.054641294308155085
560,18.685333333333332,177.43396759033203,19,0.10708208951212826,177.51216888427734,13,0.073234416
565,18.852166666666665,175.9333610534668,23,0.13073131702980548,176.02014541625977,11,0.062492847
570,19.019000000000002,174.44992065429688,27,0.15477221141020314,174.53885078430176,13,0.074481985
575,19.185833333333335,176.93614959716797,23,0.12999039513612282,177.0310401916504,12,0.067784723
580,19.352666666666668,177.41918563842773,21,0.118363749,177.7968406677246,12,0.067492763
585,19.5195,173.66886138916016,16,0.092129354,173.75493049621582,11,0.063307556
590,19.686333333333334,176.9428253173828,22,0.12433394776272245,177.02293395996094,13,0.073436812
595,19.853166666666667,180.76515197753906,19,0.10510875460310426,180.85885047912598,15,0.082937606
600,20.02,213.2890224456787,18,0.084392529,213.38701248168945,16,0.074981133
605,20.186833333333333,250.24008750915527,18,0.071930921,250.35405158996582,15,0.059915148
610,20.353666666666665,193.31002235412598,15,0.077595563,193.46880912780762,14,0.072363086
615,20.520500000000002,176.7590045928955,11,0.062231624,176.84698104858398,15,0.08481909
620,20.687333333333335,194.54622268676758,14,0.071962333,194.63205337524414,14,0.071930598
625,20.854166666666668,176.61809921264648,17,0.096252876,176.70607566833496,13,0.073568495
630,21.021,173.61092567443848,17,0.097920105,173.69699478149414,13,0.074842976
635,21.187833333333334,170.0279712677002,14,0.082339393,170.11618614196777,13,0.07641836
640,21.354666666666667,175.86016654968262,17,0.096667712,175.94599723815918,13,0.073886307
645,21.5215,173.51818084716797,17,0.097972443,173.6130714416504,14,0.080639089
650,21.688333333333333,174.2997169494629,18,0.1032703914557646,174.38387870788574,10,0.05734475
655,21.855166666666666,172.0902919769287,18,0.10459625463598592,172.17493057250977,11,0.063888511
660,22.022000000000002,175.2929688,19,0.1083899721448468,175.37879943847656,10,0.057019434686619755
665,22.188833333333335,183.41803550720215,17,0.092684451,183.50481986999512,10,0.054494481
670,22.355666666666668,175.4281520843506,20,0.11400678717965096,175.51422119140625,13,0.074068072
675,22.5225,173.86889457702637,16,0.092023361,173.95687103271484,14,0.080479718
680,22.689333333333334,171.67091369628906,16,0.093201578,171.75722122192383,14,0.081510401
685,22.856166666666667,186.6281032562256,17,0.091090247,186.71321868896484,12,0.064269686
690,23.023,207.4410915374756,16,0.077130331,207.52811431884766,13,0.062642115
695,23.189833333333333,184.49783325195312,14,0.07588165,184.5860481262207,13,0.070427858
700,23.356666666666666,176.30600929260254,14,0.07940739,176.3901710510254,11,0.062361751
705,23.523500000000002,176.23209953308105,12,0.068092022,176.32198333740234,12,0.068057311
710,23.690333333333335,175.8878231048584,11,0.062539861,175.97389221191406,13,0.073874595
715,23.857166666666668,173.45213890075684,14,0.080713908,173.54083061218262,12,0.069147992
720,24.024,168.73598098754883,13,0.077043437,168.81513595581055,13,0.077007313
725,24.190833333333334,172.15490341186523,14,0.08132211,172.2419261932373,15,0.087086811
730,24.357666666666667,172.9869842529297,11,0.063588599,173.07710647583008,14,0.080888803
735,24.5245,175.59289932250977,11,0.062644902,175.66895484924316,12,0.068310306
740,24.691333333333333,175.51779747009277,12,0.068369135,175.60386657714844,15,0.085419531
745,24.858166666666666,170.72725296020508,12,0.070287548,170.81212997436523,13,0.076107007
750,25.025000000000002,182.79290199279785,14,0.076589407,182.87301063537598,13,0.071087581
755,25.191833333333335,172.6391315460205,18,0.1042637311645751,172.7311611175537,12,0.06947212
760,25.358666666666668,172.4386215209961,17,0.098585803,172.5168228149414,13,0.07535497
765,25.5255,257.9498291015625,17,0.065904289,258.03279876708984,12,0.046505716
770,25.692333333333334,262.4828815460205,14,0.053336812,262.62903213500977,12,0.045691825852029785
775,25.859166666666667,255.9649944,17,0.066415332,256.4690113067627,16,0.062385705
780,26.026,483.22200775146484,15,0.031041632540285576,483.33096504211426,12,0.024827707860501758
785,26.192833333333333,553.8897514343262,14,0.025275788121636618,554.0359020233154,10,0.018049372
790,26.359666666666666,211.69495582580566,12,0.056685337,212.0959758758545,11,0.051863313
795,26.526500000000002,186.44094467163086,17,0.091181688,186.54489517211914,12,0.064327678
800,26.693333333333335,190.05990028381348,16,0.084183986,190.4311180114746,14,0.073517396
805,26.860166666666668,180.05108833312988,17,0.094417646,180.18078804016113,15,0.083249719
810,27.027,175.80008506774902,15,0.085324191,175.8859157562256,14,0.07959705
815,27.193833333333334,186.3088607788086,18,0.096613762,186.4330768585205,13,0.069730116
820,27.360666666666667,184.56721305847168,15,0.081271206,184.6599578857422,16,0.086645747
825,27.5275,205.43193817138672,14,0.068149092,205.60193061828613,13,0.063228978
830,27.694333333333333,182.68299102783203,12,0.06568756,182.79433250427246,16,0.087530066
835,27.861166666666666,180.53627014160156,15,0.083085798,180.73391914367676,14,0.07746194
840,28.028000000000002,194.72908973693848,16,0.082165433,194.81587409973145,14,0.071862727
845,28.194833333333335,180.5248260498047,18,0.099709278,180.61184883117676,14,0.077514294
850,28.361666666666668,186.28311157226562,20,0.10736346323183094,186.3698959350586,11,0.059022408
855,28.5285,176.0849952697754,18,0.10222336078336858,176.34272575378418,12,0.068049305
860,28.695333333333334,181.0472011566162,18,0.099421587,181.13303184509277,13,0.071770454
865,28.862166666666667,195.74904441833496,17,0.08684589,195.83511352539062,11,0.056169702164131134
870,29.029,188.96794319152832,15,0.079378543,189.1188621520996,13,0.068739838
875,29.195833333333333,178.17974090576172,19,0.1066338962185886,178.2701015472412,15,0.084141984
880,29.362666666666666,177.25896835327148,19,0.10718780649864555,177.34479904174805,14,0.078942264
885,29.529500000000002,178.0860424041748,20,0.11230526396116458,178.1911849975586,14,0.078567298
890,29.696333333333335,179.9769401550293,19,0.10556908003677415,180.06491661071777,14,0.077749738
895,29.863166666666668,173.44999313354492,16,0.092245608,173.5370159,13,0.074911972
900,30.03,179.40092086791992,17,0.094759826,179.4891357421875,15,0.083570518
905,30.196833333333334,178.85088920593262,16,0.089459997,178.93505096435547,11,0.06147482
910,30.363666666666667,179.7187328338623,18,0.1001565040893081,179.80694770812988,14,0.077861285
915,30.5305,213.23180198669434,16,0.075035712,213.31000328063965,13,0.060944165
920,30.697333333333333,180.19390106201172,15,0.083243661,180.31883239746094,12,0.066548789
925,30.864166666666666,185.34517288208008,11,0.059348726643117904,185.42194366455078,12,0.064717259
930,31.031,185.63294410705566,16,0.086191597,185.72378158569336,10,0.053843400746101965
935,31.197833333333335,184.6470832824707,15,0.081236052,184.74698066711426,10,0.054128084
940,31.36466666666667,195.26100158691406,9,0.046092153204458204,195.3260898590088,9,0.046076793973075604
945,31.5315,192.3849582672119,7,0.036385381,192.6889419555664,9,0.046707403
950,31.698333333333334,183.20918083190918,15,0.081873626,183.3040714263916,8,0.04364333
955,31.865166666666667,183.60304832458496,19,0.10348412062533194,183.6998462677002,10,0.054436627
960,32.032000000000004,182.13796615600586,21,0.11529721366281734,182.23285675048828,13,0.0713373
965,32.19883333333333,203.36580276489258,18,0.088510456,203.45807075500488,14,0.068810246
970,32.36566666666667,321.821928,19,0.059038860765776746,321.96688652038574,12,0.037270914
975,32.5325,184.31520462036133,19,0.10308427912463748,184.48615074157715,12,0.065045533
980,32.699333333333335,183.75015258789062,17,0.09251693,183.86268615722656,14,0.07614378
985,32.866166666666665,190.99903106689453,16,0.083770058,191.11299514770508,13,0.068022585
990,33.033,183.4733486175537,20,0.10900765779170235,183.58826637268066,9,0.049022740820103244
995,33.19983333333333,193.66073608398438,18,0.092946048,193.7561035,12,0.061933533
1000,33.36666666666667,177.57391929626465,15,0.084471864,177.67572402954102,10,0.056282309
1005,33.533500000000004,176.42903327941895,19,0.10769202577848289,176.53393745422363,12,0.067975598
1010,33.70033333333333,187.53814697265625,18,0.095980473,187.62898445129395,15,0.079945004
1015,33.86716666666667,187.2878074645996,16,0.085430014,187.3919964,14,0.074709701
1020,34.034,180.64618110656738,13,0.071963879,180.7410717010498,11,0.060860544
1025,34.200833333333335,179.0461540222168,15,0.083777281,179.41713333129883,13,0.072456848
1030,34.367666666666665,178.76124382019043,16,0.089504859,178.84421348571777,12,0.067097502
1035,34.5345,178.91192436218262,19,0.10619750510053824,179.0158748626709,15,0.083791452
1040,34.70133333333333,175.15802383422852,17,0.097055217,175.25482177734375,13,0.074177702
1045,34.86816666666667,176.4237880706787,16,0.090690718,176.53679847717285,8,0.045316331036978914
1050,35.035000000000004,193.16720962524414,19,0.098360379,193.24803352355957,12,0.062096362799660965
1055,35.20183333333333,187.7748966217041,17,0.090533933,187.86096572875977,13,0.069200113
1060,35.36866666666667,175.8868694,21,0.11939492736433593,175.96864700317383,12,0.068193966
1065,35.5355,179.66389656066895,17,0.094621125,179.75974082946777,13,0.072318751
1070,35.702333333333335,178.73215675354004,13,0.072734533,178.8158416748047,13,0.072700494
1075,35.869166666666665,181.5481185913086,14,0.077114542,181.63704872131348,12,0.066065817
1080,36.036,179.43096160888672,19,0.10589030917314653,179.52990531921387,12,0.066841232
1085,36.20283333333333,183.6380958557129,18,0.098018877,183.73394012451172,14,0.076197136
1090,36.36966666666667,181.55694007873535,17,0.093634537,181.99992179870605,13,0.071428602
1095,36.536500000000004,196.0759162902832,17,0.086701112,196.32601737976074,12,0.061122820908590794
1100,36.70333333333333,188.56501579284668,17,0.090154581,188.65203857421875,12,0.063609172
1105,36.87016666666667,186.85317039489746,17,0.090980527,186.97333335876465,16,0.0855737
1110,37.037,187.90102005004883,17,0.090473165,187.98422813415527,12,0.063835143
1115,37.203833333333336,182.7719211578369,15,0.082069499,182.86705017089844,13,0.071089898
1120,37.370666666666665,189.30888175964355,16,0.084517957,189.39900398254395,12,0.063358306
1125,37.5375,189.0110969543457,17,0.089941809,189.1458034515381,11,0.058156194
1130,37.70433333333333,181.5021038,17,0.093662826,181.9162368774414,13,0.071461461
1135,37.87116666666667,183.26139450073242,14,0.076393613,183.4869384765625,12,0.065399751
1140,38.038000000000004,180.1142692565918,15,0.083280464,180.2220344543457,13,0.072133244
1145,38.20483333333333,182.26003646850586,17,0.093273327,182.34896659851074,12,0.065807886
1150,38.37166666666667,186.13910675048828,17,0.091329545,186.23089790344238,13,0.069805817
1155,38.5385,180.4490089416504,15,0.083125976,180.5288791656494,14,0.077549919
1160,38.705333333333336,183.50601196289062,17,0.092640017,183.5951805114746,13,0.070807959
1165,38.872166666666665,187.37101554870605,17,0.090729081,187.47901916503906,14,0.074675023
1170,39.039,183.17198753356934,16,0.087349601,183.26187133789062,13,0.070936742
1175,39.20583333333333,187.8488063812256,17,0.090498313,187.97683715820312,12,0.063837652
1180,39.37266666666667,177.7808666229248,17,0.095623339,177.8709888458252,13,0.07308668
1185,39.539500000000004,179.81290817260742,17,0.094542712,179.9027919769287,11,0.061144132
1190,39.70633333333333,186.99312210083008,16,0.085564644,187.0870590209961,13,0.069486367
1195,39.87316666666667,182.87897109985352,16,0.087489556,182.97505378723145,13,0.071047936
1200,40.04,215.79694747924805,17,0.078777759,215.9440517425537,12,0.055569949
1205,40.206833333333336,182.6648712158203,17,0.093066608,182.78121948242188,14,0.076594302
1210,40.373666666666665,184.9040985107422,16,0.086531343,185.0130558013916,11,0.059455264
1215,40.5405,215.41619300842285,15,0.069632648,215.52801132202148,10,0.046397681390280866
1220,40.70733333333333,265.1209831237793,13,0.049034217687441886,265.2249336242676,10,0.037703846
1225,40.87416666666667,186.46907806396484,13,0.069716653,186.55896186828613,11,0.058962592254164614
1230,41.041000000000004,213.38295936584473,16,0.074982557,213.47522735595703,13,0.060896995688981215
1235,41.20783333333333,186.13314628601074,16,0.085959972,186.25688552856445,11,0.059058219344664355
1240,41.37466666666667,188.04693222045898,16,0.085085142,188.1558895111084,12,0.063776903
1245,41.5415,198.34113121032715,14,0.07058546,198.42815399169922,12,0.060475289
1250,41.708333333333336,183.14719200134277,14,0.076441248,183.23516845703125,12,0.065489612
1255,41.875166666666665,192.53993034362793,16,0.083099646,192.6257610321045,13,0.067488377
1260,42.042,187.2119903564453,15,0.080123073,187.32023239135742,13,0.069399871
1265,42.20883333333333,180.4971694946289,15,0.083103796,180.58514595031738,12,0.066450648
1270,42.37566666666667,180.09376525878906,20,0.11105326145666748,180.18102645874023,11,0.061049713
1275,42.542500000000004,180.19366264343262,19,0.10544211001247707,180.5889606,10,0.05537437
1280,42.70933333333333,179.85916137695312,16,0.088958493,179.9468994140625,13,0.072243534
1285,42.87616666666667,179.1691780090332,15,0.083719757,179.2602539,12,0.066941777
1290,43.043,180.2058219909668,15,0.083238154,180.29069900512695,10,0.055465978
1295,43.209833333333336,177.1838665008545,14,0.079013966,177.26588249206543,6,0.033847461
1300,43.376666666666665,179.2888641357422,15,0.083663869,179.3828010559082,12,0.066896045
1305,43.5435,178.32207679748535,18,0.10094095090896693,178.40886116027832,13,0.072866336
1310,43.71033333333333,179.13103103637695,17,0.094902597,179.21876907348633,14,0.078116818
1315,43.87716666666667,204.64801788330078,14,0.068410142,204.73599433898926,15,0.073265085
1320,44.044000000000004,189.70417976379395,18,0.094884573,189.79692459106445,16,0.084300628
1325,44.21083333333333,181.23912811279297,17,0.09379873,181.32901191711426,13,0.071692885
1330,44.37766666666667,177.46925354003906,14,0.078886904,177.55603790283203,13,0.073216322
1335,44.5445,184.8130226135254,17,0.09198486,184.90004539489746,15,0.081124912
1340,44.711333333333336,180.9999942779541,13,0.071823207,181.08606338500977,12,0.066266833
1345,44.878166666666665,179.5482635498047,13,0.072403931,179.6400547027588,19,0.10576705752755602
1350,45.045,184.6792697906494,15,0.081221894,184.7708225250244,15,0.081181649
1355,45.21183333333333,184.19289588928223,14,0.076007275,184.28897857666016,14,0.075967647
1360,45.37866666666667,181.5049648284912,13,0.071623385,181.5927028656006,12,0.06608195
1365,45.545500000000004,179.11219596862793,14,0.078163298,179.19111251831055,12,0.066967607
1370,45.71233333333333,205.35612106323242,18,0.08765261,205.44886589050293,16,0.077878259
1375,45.87916666666667,210.86788177490234,18,0.085361506,211.11583709716797,13,0.061577568877585594
1380,46.046,188.39192390441895,13,0.069005081,188.4920597076416,12,0.063663159
1385,46.212833333333336,241.18494987487793,15,0.062192935370891544,241.6980266571045,11,0.045511336
1390,46.379666666666665,196.76685333251953,14,0.071150195,197.0510482788086,14,0.071047579
1395,46.5465,179.8558235168457,15,0.083400135,179.97097969055176,15,0.083346771
1400,46.71333333333333,177.82187461853027,14,0.078730471,177.90579795837402,12,0.067451427
1405,46.88016666666667,199.21207427978516,14,0.070276865,199.30005073547363,12,0.060210722
1410,47.047000000000004,187.7119541168213,13,0.069255046,187.79897689819336,11,0.058573269
1415,47.21383333333333,186.28215789794922,12,0.064418408,186.3708496,12,0.064387752
1420,47.38066666666667,179.81505393981934,14,0.077857775,179.9020767211914,13,0.072261534
1425,47.5475,185.85491180419922,14,0.075327576,185.94717979431152,13,0.069912327
1430,47.714333333333336,179.87728118896484,14,0.077830841,179.9619197845459,11,0.061124042
1435,47.881166666666665,180.78279495239258,15,0.082972497,180.87172508239746,12,0.066345362
1440,48.048,179.94976043701172,12,0.066685279,180.0386905670166,12,0.06665234
1445,48.21483333333333,200.42896270751953,12,0.059871586610520305,200.5171775817871,14,0.069819455
1450,48.38166666666667,185.06598472595215,11,0.059438259366187296,185.15396118164062,12,0.064810928
1455,48.548500000000004,177.78396606445312,14,0.078747259,177.8728962,11,0.061841912
1460,48.715333333333334,184.5560073852539,10,0.054184094,184.73100662231445,15,0.081199146
1465,48.88216666666667,185.4388714,16,0.086281802,185.52803993225098,14,0.075460292
1470,49.049,179.5330047607422,12,0.066840078,179.6250343322754,12,0.066805833
1475,49.215833333333336,182.52325057983398,17,0.093138819,182.60502815246582,9,0.049286704156281294
1480,49.382666666666665,176.5897274017334,16,0.090605497,176.67484283447266,10,0.056601154072450706
1485,49.5495,181.81610107421875,13,0.071500818,181.90312385559082,9,0.049476885
1490,49.71633333333333,177.44779586791992,15,0.084531904,177.53314971923828,10,0.056327509
1495,49.88316666666667,182.59096145629883,14,0.076674113,182.67583847045898,12,0.065690132
1500,50.050000000000004,179.25310134887695,14,0.078101857,179.34012413024902,12,0.066911964
1505,50.216833333333334,181.13207817077637,14,0.077291666,181.21981620788574,14,0.077254245
1510,50.38366666666667,200.24609565734863,13,0.064920117,200.44493675231934,13,0.064855717
1515,50.5505,182.9087734222412,14,0.076540888,182.99508094787598,12,0.065575533
1520,50.717333333333336,179.71372604370117,15,0.083466079,179.80074882507324,14,0.077863969
1525,50.884166666666665,181.8990707397461,14,0.076965759,181.9922924041748,15,0.082421073
1530,51.051,178.72881889343262,13,0.072735892,178.8182258605957,15,0.083884067
1535,51.21783333333333,180.47070503234863,15,0.083115983,180.5551052093506,13,0.07200018
1540,51.38466666666667,198.97007942199707,13,0.065336457,199.10025596618652,10,0.050225952505547324
1545,51.551500000000004,185.48083305358887,16,0.086262282,185.56904792785645,14,0.075443616
1550,51.718333333333334,180.28712272644043,15,0.083200618,180.3729534,12,0.066528821
1555,51.88516666666667,178.9569854736328,14,0.07823109,179.04210090637207,13,0.072608621
1560,52.052,183.18676948547363,13,0.070965824,183.2721233,12,0.065476406
1565,52.218833333333336,183.3188533782959,15,0.081824644,183.40396881103516,8,0.043619558
1570,52.385666666666665,178.84373664855957,14,0.078280628,178.93004417419434,12,0.067065316
1575,52.5525,181.9319725036621,10,0.0549656,182.01804161071777,10,0.054939609
1580,52.71933333333333,187.25872039794922,9,0.048061847164574366,187.3459815979004,11,0.058714897
1585,52.88616666666667,189.4371509552002,18,0.095018321,189.52608108520508,13,0.068592143
1590,53.053000000000004,181.0476779937744,12,0.066280883,181.13374710083008,12,0.066249389
1595,53.219833333333334,183.0441951751709,15,0.081947423,183.13288688659668,13,0.070986704
1600,53.38666666666667,179.38590049743652,12,0.06689489,179.47077751159668,11,0.061291315235368744
1605,53.5535,189.12720680236816,12,0.063449359,189.21399116516113,13,0.068705279
1610,53.720333333333336,186.58995628356934,11,0.058952798,186.70010566711426,13,0.069630384
1615,53.887166666666666,183.30693244934082,12,0.065463973,183.39276313781738,13,0.070886112
1620,54.054,183.58802795410156,11,0.059916761,183.6719512939453,9,0.049000404997040406
